ano;cod_uf;cod_munic;pib;prop_serv;pop;arrecad;educ;cod_reg;idade;area;larrecad;lpib;leduc;lpop;lprop_serv;a2001;a2002;a2003;a2004;a2005;a2006;a2007;uf_r
2002;31;3120870;17809.117;0.502876925341105;6207;64452.89;5.19590643274854;3;5;570.503;11.073689848324;9.78746579616637;1.64787109109205;8.73343296641365;-0.687409820052142;0;1;0;0;0;0;0;31
2003;31;3120870;18073.039;0.55455532409353;6315;54955;5.57048092868988;3;6;570.503;10.914269947503;9.80217654874843;1.71748139288511;8.75068303478459;-0.58958870423177;0;0;1;0;0;0;0;31
2004;31;3120870;18613.01;0.596179016720025;6543;60271.73;6.9108606557377;3;7;570.503;11.0066184502297;9.83161607755709;1.93309418222876;8.78615105486974;-0.517214293392706;0;0;0;1;0;0;0;31
2005;31;3120870;20707.714;0.611720588762236;6669;125636.16;7.59318996415771;3;8;570.503;11.7411453896707;9.93826156683892;2.02725178824525;8.80522520263231;-0.491479655032534;0;0;0;0;1;0;0;31
2006;31;3120870;22207.517;0.632420814988006;6794;168480.84;7.95870736086176;3;9;570.503;12.0345773131104;10.0081861141507;2.07426659481777;8.82379514872053;-0.458200259912699;0;0;0;0;0;1;0;31
2007;31;3120870;24374.996;0.654032148353994;6907;213963.26;8.44183864915572;3;10;570.503;12.2735595970219;10.1013131317635;2.13320013430816;8.84029066908897;-0.424598772228502;0;0;0;0;0;0;1;31
2001;31;3120904;249672.2;0.673873062359366;68139;3357024.38;7.25902996845426;3;62;3295.894;15.0265655383725;12.4279041364695;1.9822462067491;11.1293050154395;-0.394713520585441;1;0;0;0;0;0;0;31
2002;31;3120904;279957.804;0.675701106728212;69300;4163710.02;7.48376234660281;3;63;3295.894;15.2419170665226;12.542394170795;2.01273565304431;11.146200185178;-0.392004450526559;0;1;0;0;0;0;0;31
2003;31;3120904;325531.936;0.643222746661636;70130;5033006.28;7.61895910780669;3;64;3295.894;15.4315280335225;12.6932158494892;2.03063976034255;11.158105941531;-0.441264196908068;0;0;1;0;0;0;0;31
2004;31;3120904;394994.545;0.611026471264306;71871;4591220.53;7.70921348314607;3;65;3295.894;15.3396564573641;12.8866272336613;2.04241616980948;11.1826281243771;-0.492614996257522;0;0;0;1;0;0;0;31
2005;31;3120904;418317.213;0.633851686614674;72835;5632325.66;7.81545608108108;3;66;3295.894;15.5440329983017;12.9439953064761;2.05610332187385;11.195951887883;-0.455940284695878;0;0;0;0;1;0;0;31
2006;31;3120904;452619.685;0.668561534171895;73792;6621277.83;8.00802825947335;3;67;3295.894;15.7057989349659;13.0228075043865;2.08044457091196;11.2090056036287;-0.40262683855081;0;0;0;0;0;1;0;31
2007;31;3120904;501887.52;0.656804295512269;71611;6756270.49;8.11258831392018;3;68;3295.894;15.7259815931125;13.1261313098228;2.09341696812444;11.1790039724336;-0.420369180803993;0;0;0;0;0;0;1;31
2001;31;3121001;8480.366;0.793626595833246;5078;55486.55;7.11019283746557;3;38;309.013;10.9238959280225;9.04550888823193;1.96152936545376;8.53267276226462;-0.231142210678304;1;0;0;0;0;0;0;31
2002;31;3121001;10007.896;0.786141662543256;5111;88423.35;7.05042016806723;3;39;309.013;11.3898913540183;9.2111296604061;1.95308721335568;8.53915035876828;-0.240618270549482;0;1;0;0;0;0;0;31
2003;31;3121001;11172.666;0.774484353152596;5144;91337.77;7.22576177285319;3;40;309.013;11.4223196721646;9.32122553860728;1.97765266412957;8.54558626591746;-0.255557821843689;0;0;1;0;0;0;0;31
2004;31;3121001;12037.515;0.779909723892348;5213;37263.34;7.40985915492958;3;41;309.013;10.5257652805031;9.39578330221152;2.00281143169545;8.55891078476811;-0.248577104596282;0;0;0;1;0;0;0;31
2005;31;3121001;13385.988;0.774051792067945;5252;61894.09;7.75981873111783;3;42;309.013;11.0331799775394;9.5019637672012;2.04895897453026;8.56636423542269;-0.256116492814641;0;0;0;0;1;0;0;31
2006;31;3121001;15368.735;0.763836451080717;5290;96833.81;8.04871794871795;3;43;309.013;11.4807514891412;9.64009052995752;2.08551281771826;8.57357352485234;-0.26940158199779;0;0;0;0;0;1;0;31
2007;31;3121001;17531.295;0.759843012167669;5418;106831.79;8.31149732620321;3;44;309.013;11.5790108203926;9.77174284854673;2.11763977629486;8.59748202264504;-0.274643429976099;0;0;0;0;0;0;1;31
2001;31;3121100;39601.62;0.681210541386943;8053;157987.57;6.39712643678161;3;62;408.181;11.9702716380283;10.5866253054967;1.85584889528465;8.99379997179554;-0.383883855582063;1;0;0;0;0;0;0;31
2002;31;3121100;49572.786;0.718191347970639;8068;185984.63;7.07824427480916;3;63;408.181;12.1334193148723;10.8111972927841;1.95702589316855;8.9956608990741;-0.331019244087226;0;1;0;0;0;0;0;31
2003;31;3121100;32124.116;0.640396268024932;8085;214079.59;7.03669154228856;3;64;408.181;12.2741031407483;10.3773623043092;1.95113810832873;8.99776577201121;-0.445668125445371;0;0;1;0;0;0;0;31
2004;31;3121100;32909.866;0.663571434778859;8120;131188.06;7.24230330672748;3;65;408.181;11.7843871452533;10.4015277702184;1.97993929209133;9.00208543315572;-0.410118767434933;0;0;0;1;0;0;0;31
2005;31;3121100;34138.259;0.660667844836493;8140;162718.5;7.53885135135135;3;66;408.181;11.9997769929508;10.4381739991489;2.02006982974526;9.00454545899659;-0.414504069457424;0;0;0;0;1;0;0;31
2006;31;3121100;29629.91;0.628980648270616;8159;251738.78;7.583;3;67;408.181;12.4361472415638;10.296539603101;2.0259088997188;9.0068768914288;-0.463654788620451;0;0;0;0;0;1;0;31
2007;31;3121100;34204.209;0.589439036581726;7834;240271.3;7.88409311348206;3;68;408.181;12.389523980551;10.4401039856536;2.06484719965732;8.96622851422578;-0.52858397982027;0;0;0;0;0;0;1;31
2001;31;3121209;29648.27;0.503317765252408;6557;181010.62;6.74330900243309;3;62;1374.969;12.1063109825599;10.2971590553374;1.90855075436362;8.78828846026362;-0.686533568281722;1;0;0;0;0;0;0;31
2002;31;3121209;34209.248;0.474353163214813;6552;242011.3;6.19708423326134;3;63;1374.969;12.3967396982636;10.4402512958534;1.82407889647454;8.78752562553291;-0.74580316464053;0;1;0;0;0;0;0;31
2003;31;3121209;45330.751;0.416881864586801;6540;176653;6.22727272727273;3;64;1374.969;12.0819426353773;10.7217409111923;1.82893847246981;8.78569244445124;-0.874952395672889;0;0;1;0;0;0;0;31
2004;31;3121209;54103.317;0.396164416314807;6515;176655;6.423;3;65;1374.969;12.0819539569438;10.8986507753395;1.85988529827566;8.78186248955894;-0.925925961182141;0;0;0;1;0;0;0;31
2005;31;3121209;57374.818;0.421446077615444;6501;367209.06;6.67530959752322;3;66;1374.969;12.8136866106267;10.9573607752445;1.89841558486214;8.77971129020447;-0.864063439461907;0;0;0;0;1;0;0;31
2006;31;3121209;60885.531;0.442152192119339;6488;353718.47;6.88603473227207;3;67;1374.969;12.7762565932252;11.016750839263;1.92949540880022;8.77770959579525;-0.816101130109199;0;0;0;0;0;1;0;31
2007;31;3121209;69590.456;0.429071150216346;6698;381501.54;7.05817819148936;3;68;1374.969;12.8518701663957;11.150382710483;1.95418697167416;8.80956425335415;-0.846132522485777;0;0;0;0;0;0;1;31
2001;31;3121258;71384.503;0.312686550468804;5046;692431.31;4.09513198491601;3;4;104.472;13.4479643207881;11.1758360799521;1.40979894753435;8.526351129201;-1.16255402641614;1;0;0;0;0;0;0;31
2002;31;3121258;81378.919;0.30063800675455;5188;694635.9;4.24382796257796;3;5;104.472;13.4511431023792;11.3068715381055;1.44546568330851;8.55410354543633;-1.20184837334644;0;1;0;0;0;0;0;31
2003;31;3121258;89799.228;0.292575722365898;5246;872343.9;3.95356750823271;3;6;104.472;13.6789390058774;11.4053316573714;1.37461833794464;8.56522116042682;-1.22903176593043;0;0;1;0;0;0;0;31
2004;31;3121258;164124.907;0.263590680968368;5366;1226958.64;4.10202852908485;3;7;104.472;14.0200490148935;12.0083830449637;1.41148161454674;8.58783803098557;-1.333357829906;0;0;0;1;0;0;0;31
2005;31;3121258;191012.859;0.27539880966862;5432;968246.25;4.67612570356473;3;8;104.472;13.7832417244028;12.1600960293699;1.54246992596122;8.60006266923853;-1.28953501488784;0;0;0;0;1;0;0;31
2006;31;3121258;207204.607;0.280282841394545;5498;1216146.25;4.70488322717622;3;9;104.472;14.0111976056578;12.2414620236763;1.54860095385076;8.61213966872519;-1.27195603783123;0;0;0;0;0;1;0;31
2007;31;3121258;174423.049;0.30725374488781;6600;1263722.08;4.9808257918552;3;10;104.472;14.0495719560955;12.0692389434217;1.60559569894734;8.79482492801452;-1.18008134220405;0;0;0;0;0;0;1;31
2001;31;3121308;14884.75;0.540710122776667;4585;47959.29;6.52162849872774;3;48;213.198;10.7781078050285;9.60809247787719;1.87512411449481;8.43054538469057;-0.614871961155467;1;0;0;0;0;0;0;31
2002;31;3121308;18082.317;0.519507815287167;4625;57534.98;6.86538461538462;3;49;213.198;10.960148389643;9.80268977839019;1.92649206319821;8.43923164994653;-0.654873424692361;0;1;0;0;0;0;0;31
2003;31;3121308;24723.698;0.444742408680125;4669;40102.65;6.62026002166847;3;50;213.198;10.5991976958992;10.1155174958526;1.8901346473752;8.44870019497094;-0.810260021316828;0;0;1;0;0;0;0;31
2004;31;3121308;25311.56;0.477771935036797;4761;29929.7;6.5213987473904;3;51;213.198;10.3066065774086;10.1390164873569;1.87508888473825;8.46821300919452;-0.738621783704227;0;0;0;1;0;0;0;31
2005;31;3121308;24236.5;0.558291915086749;4812;41810.23;6.62822796081923;3;52;213.198;10.6408963254118;10.0956150403191;1.89133749257867;8.47886807709457;-0.582873308076876;0;0;0;0;1;0;0;31
2006;31;3121308;26340.806;0.567079686172094;4862;65446.37;6.95113732097725;3;53;213.198;11.0889863076151;10.1788745746772;1.93890528949468;8.48920515487607;-0.567255445143148;0;0;0;0;0;1;0;31
2007;31;3121308;32382.225;0.518992996929643;4876;67799.3;7.28161713890809;3;54;213.198;11.1243071493914;10.3853649401272;1.98535297200578;8.49208049060116;-0.65586488929911;0;0;0;0;0;0;1;31
2001;31;3121407;13949.804;0.663347671408143;6805;143242.05;7.504329004329;3;47;370.122;11.8722911356548;9.54322073697159;2.01548005460328;8.82541291508557;-0.410456034977158;1;0;0;0;0;0;0;31
2002;31;3121407;15966.808;0.673254478916512;6803;189993.03;7.74471830985916;3;48;370.122;12.1547426662592;9.67826734646625;2.04701110262757;8.82511897034506;-0.395631894633;0;1;0;0;0;0;0;31
2003;31;3121407;22438.726;0.538777335219477;6801;239884.31;8.0752508361204;3;49;370.122;12.387912044438;10.0185435844064;2.08880393192291;8.82482493917564;-0.618452900624912;0;0;1;0;0;0;0;31
2004;31;3121407;22974.591;0.568928038806001;6798;193283.07;8.18237082066869;3;50;370.122;12.1719110772945;10.0421441451068;2.10198193999925;8.82438373025606;-0.564001322438994;0;0;0;1;0;0;0;31
2005;31;3121407;25052.07;0.605639933147241;6796;260112;8.2450495049505;3;51;370.122;12.468867586474;10.1287117378295;2.10961296023253;8.82408948279182;-0.50146963922563;0;0;0;0;1;0;0;31
2006;31;3121407;25480.555;0.665224207243523;6794;195370.47;8.38453159041394;3;52;370.122;12.1826528812746;10.1456708912385;2.12638853091383;8.82379514872053;-0.407631141400177;0;0;0;0;0;1;0;31
2007;31;3121407;29601.053;0.632530234650774;6914;276494.19;9.36231884057971;3;53;370.122;12.5299450870655;10.2955652140037;2.23669299918534;8.84130362048157;-0.458027257703526;0;0;0;0;0;0;1;31
2001;31;3121704;7142.979;0.686232872867189;3951;40816.15;7.46153846153846;3;38;165.035;10.6168331154042;8.87388519520945;2.00976162104185;8.28172399041139;-0.376538244040423;1;0;0;0;0;0;0;31
2002;31;3121704;8576.7;0.694768267515478;3932;90724.9;7.30503144654088;3;39;165.035;11.4155871298486;9.05680450311393;1.98856334999023;8.27690348126706;-0.364176917052115;0;1;0;0;0;0;0;31
2003;31;3121704;10106.101;0.648335594508703;3914;156050.38;8.11021505376344;3;40;165.035;11.9579341828129;9.22089457986485;2.09312438488591;8.27231514795602;-0.43334682392969;0;0;1;0;0;0;0;31
2004;31;3121704;10465.495;0.678818727637823;3875;142242.1;8.19174757281553;3;41;165.035;11.8652858144183;9.25583893428703;2.1031272539571;8.26230094178745;-0.387401156671732;0;0;0;1;0;0;0;31
2005;31;3121704;11449.09;0.693246100781809;3854;110470.7;8.0982905982906;3;42;165.035;11.6125056064082;9.34566552984147;2.09165300215883;8.25686684897431;-0.366370219050486;0;0;0;0;1;0;0;31
2006;31;3121704;12453.372;0.703653195295218;3832;71439.81;8.84824902723735;3;43;165.035;11.1766105559724;9.4297467085949;2.18021958941526;8.25114213909075;-0.35146966452064;0;0;0;0;0;1;0;31
2007;31;3121704;15184.372;0.643700114828588;3941;91257.43;8.82427536231884;3;44;165.035;11.4214396927875;9.62802202002273;2.17750648752945;8.279189777195;-0.440522321535221;0;0;0;0;0;0;1;31
2001;31;3121803;16746.53;0.752077057157513;9941;165627.87;5.30300272975432;3;52;343.422;12.0174988038744;9.72594635161265;1.66827321291147;9.20442289821215;-0.284916490657599;1;0;0;0;0;0;0;31
2002;31;3121803;21933.82;0.669090792210386;10200;255960;5.25219058050383;3;53;343.422;12.4527764612534;9.99578501684899;1.65864524300683;9.23014299927236;-0.401835514743166;0;1;0;0;0;0;0;31
2003;31;3121803;26366.51;0.60808267760883;10204;183935;5.2757958287596;3;54;343.422;12.1223377133102;10.1798499232242;1.663129535994;9.2305350792617;-0.497444423351547;0;0;1;0;0;0;0;31
2004;31;3121803;25377.332;0.694330475717463;10212;417587;5.63506212857915;3;55;343.422;12.9422481847978;10.1416116135992;1.72900817291084;9.23131877836138;-0.364807242023097;0;0;0;1;0;0;0;31
2005;31;3121803;30347.483;0.67928098023813;10217;574840;5.81535269709544;3;56;343.422;13.2618470201882;10.3204688605939;1.76050143711419;9.23180827859142;-0.386720422237468;0;0;0;0;1;0;0;31
2006;31;3121803;31550.831;0.736088631072823;10221;711858;5.9780701754386;3;57;343.422;13.4756337323014;10.3593552067667;1.78809780274209;9.23219970632908;-0.306404744850194;0;0;0;0;0;1;0;31
2007;31;3121803;34649.698;0.725632096418272;10234;656609.09;6.44082044384667;3;58;343.422;13.3948441279989;10.4530442888514;1.86265593011465;9.23347078936504;-0.320712146845473;0;0;0;0;0;0;1;31
2001;31;3121902;6898.979;0.664371206232111;3200;42032.53;7.14944649446494;3;38;118.361;10.6461991212863;8.83912870862207;1.9670349403478;8.07090608878782;-0.408914240183153;1;0;0;0;0;0;0;31
2002;31;3121902;7873.436;0.677323343963169;3226;44775.46;7.30511182108626;3;39;118.361;10.7094155004663;8.97124984079501;1.98857435255796;8.07899825868515;-0.3896065071465;0;1;0;0;0;0;0;31
2003;31;3121902;9446.71;0.624853097004142;3243;44064.73;6.50885826771654;3;40;118.361;10.6934149682031;9.153421811722;1.87316405953624;8.08425410630732;-0.470238701666465;0;0;1;0;0;0;0;31
2004;31;3121902;11601.364;0.576011751721608;3280;44319.66;6.77483443708609;3;41;118.361;10.6991836499116;9.35887795638864;1.9132149291367;8.09559870137819;-0.551627216199912;0;0;0;1;0;0;0;31
2005;31;3121902;13428.103;0.580883614014578;3300;47561.18;6.91860465116279;3;42;118.361;10.7697721612623;9.50510502860968;1.93421410929212;8.10167774745457;-0.543204862309582;0;0;0;0;1;0;0;31
2006;31;3121902;14930.7;0.589083833979653;3320;61794.73;6.84232026143791;3;43;118.361;11.0315733647288;9.61117477489965;1.923126893621;8.10772006191053;-0.529186772726036;0;0;0;0;0;1;0;31
2007;31;3121902;16480.979;0.593147409507651;3276;100831.74;7.56320224719101;3;44;118.361;11.5212084660072;9.70996220703884;2.02329467817851;8.09437844497296;-0.522312328232364;0;0;0;0;0;0;1;31
2001;31;3122009;53009.279;0.61013265243619;18675;251152.68;8.02121771217712;3;62;338.716;12.4338163200351;10.878222252682;2.08209024478879;9.83494101000102;-0.494078882446286;1;0;0;0;0;0;0;31
2002;31;3122009;56962.919;0.611776215330538;18848;235076.77;8.35642570281125;3;63;338.716;12.3676674206288;10.9501557912616;2.1230307881615;9.84416208645131;-0.491388724564789;0;1;0;0;0;0;0;31
2003;31;3122009;68935.354;0.591533438705486;19046;436394.79;8.46992864424057;3;64;338.716;12.9863025942813;11.1409244458649;2.13652208409962;9.85461238475399;-0.525037065115103;0;0;1;0;0;0;0;31
2004;31;3122009;74601.394;0.542723303535052;19463;500186.99;8.68253189401374;3;65;338.716;13.1227372874912;11.2199144723443;2.16131317899689;9.87627050624257;-0.611155658840105;0;0;0;1;0;0;0;31
2005;31;3122009;79936.345;0.545359223016764;19693;272130.28;8.75495867768595;3;66;338.716;12.5140362011966;11.2889859094287;2.16962024587356;9.8880185216322;-0.606310576644839;0;0;0;0;1;0;0;31
2006;31;3122009;83618.201;0.572198880480579;19922;766306.06;9.05585106382979;3;67;338.716;13.5493369250572;11.3340164906873;2.20341107519372;9.89957992770511;-0.55826865488573;0;0;0;0;0;1;0;31
2007;31;3122009;82945.641;0.637752838633196;19245;902457.67;8.43040501996577;3;68;338.716;13.7128770650421;11.3259407445091;2.13184481593268;9.86500656571785;-0.449804470957663;0;0;0;0;0;0;1;31
2001;31;3122108;12187.761;0.648310793098092;4926;117946.51;6.83154121863799;3;38;342.629;11.6779864955892;9.40818753046141;1.92155030239278;8.50228257868048;-0.433385078631744;1;0;0;0;0;0;0;31
2002;31;3122108;13941.96;0.625443122774703;4899;140476.39;7.26388888888889;3;39;342.629;11.8527947109306;9.54265827701339;1.98291534504887;8.49678638163858;-0.469294884025451;0;1;0;0;0;0;0;31
2003;31;3122108;16532.032;0.598899336754248;4868;91680.54;7.07824427480916;3;40;342.629;11.4260654219836;9.71305511126972;1.95702589316855;8.49043845410742;-0.512661747152227;0;0;1;0;0;0;0;31
2004;31;3122108;17741.785;0.599070386660643;4803;91096.17;7.92203389830508;3;41;342.629;11.4196710406519;9.78367787086935;2.06964797819904;8.47699600166482;-0.512376180824106;0;0;0;1;0;0;0;31
2005;31;3122108;19208.141;0.608121056587413;4767;82499.38;7.82242990654206;3;42;342.629;11.320546057143;9.86308947856553;2.05699523602757;8.46947245520483;-0.497381310605688;0;0;0;0;1;0;0;31
2006;31;3122108;21749.812;0.642972500176093;4731;122696.66;7.49382716049383;3;43;342.629;11.7174704094646;9.98736039280131;2.01407963638706;8.46189187563115;-0.441653323658949;0;0;0;0;0;1;0;31
2007;31;3122108;24397.5;0.610322164156163;4934;182737.68;7.62020460358056;3;44;342.629;12.1158069608389;10.1022359470156;2.03080322020167;8.5039052970893;-0.493768323269624;0;0;0;0;0;0;1;31
2001;31;3122207;11896.831;0.753085674664119;6493;120750.15;6.99837662337662;3;38;132.754;11.7014788137501;9.3840273411138;1.94567821121361;8.77847995250849;-0.28357627988005;1;0;0;0;0;0;0;31
2002;31;3122207;13503.632;0.747971804918854;6570;110751.74;6.65632183908046;3;39;132.754;11.6150463988449;9.51071396527958;1.89556705557716;8.79026911147866;-0.290389995676846;0;1;0;0;0;0;0;31
2003;31;3122207;17934.071;0.63788210719139;6632;99813.92;7.13963963963964;3;40;132.754;11.5110629315312;9.79445759046479;1.9656623044391;8.79966169681513;-0.449601797678666;0;0;1;0;0;0;0;31
2004;31;3122207;17949.472;0.706942521763314;6764;241344.46;7.39370078740158;3;41;132.754;12.3939804866093;9.79531597844201;2.00062839274967;8.81936971001847;-0.346805915169394;0;0;0;1;0;0;0;31
2005;31;3122207;20309.788;0.724754389361425;6837;141578.45;7.45418326693227;3;42;132.754;11.8606092593943;9.91885821631217;2.00877538714231;8.83010431791379;-0.321922454818684;0;0;0;0;1;0;0;31
2006;31;3122207;21749.902;0.758967879487457;6910;229972.05;7.50451467268623;3;43;132.754;12.3457130587818;9.98736453075955;2.01550479579737;8.84072491676172;-0.27579582199787;0;0;0;0;0;1;0;31
2007;31;3122207;23342.412;0.74845817133208;6724;171275.29;7.82413793103448;3;44;132.754;12.0510274240531;10.0580272424035;2.05721356179932;8.81343849452851;-0.28973996000786;0;0;0;0;0;0;1;31
2001;31;3122306;1139824.351;0.604812390080268;187730;16042930.24;8.24741944682065;3;62;708.909;16.5907788270099;13.9463847304293;2.10990035709147;12.1427600393184;-0.502836968082825;1;0;0;0;0;0;0;31
2002;31;3122306;1340898.227;0.608053854187101;190800;20657882.17;8.37875702311035;3;63;708.909;16.8436075076889;14.1088502660206;2.1256995768947;12.1589810379963;-0.497491824972963;0;1;0;0;0;0;0;31
2003;31;3122306;1585007.2;0.574365024966448;193974;23328430.32;8.57727572673914;3;64;708.909;16.9651833601224;14.27609950787;2.14911634871544;12.1754794084453;-0.554490152784342;0;0;1;0;0;0;0;31
2004;31;3122306;1996914.772;0.538720409145233;200636;20803995.08;8.76024583429191;3;65;708.909;16.8506555973821;14.5071139334702;2.17022396782987;12.2092476000238;-0.618558564093063;0;0;0;1;0;0;0;31
2005;31;3122306;2174946.923;0.560262918195361;204324;25253277.23;8.95609883124244;3;66;708.909;17.0444664965506;14.5925148189888;2.19233473387464;12.2274622482086;-0.57934910865464;0;0;0;0;1;0;0;31
2006;31;3122306;2377546.31;0.585863562001448;207983;30084061.89;9.12031118766638;3;67;708.909;17.219506084166;14.6815795516557;2.21050392495876;12.2452116245741;-0.534668345863149;0;0;0;0;0;1;0;31
2007;31;3122306;2606805.178;0.593388135428968;209921;35480354.76;9.2980878594463;3;68;708.909;17.3844897142283;14.7736359597818;2.22980877250814;12.254486548446;-0.521906565546792;0;0;0;0;0;0;1;31
2001;31;3122355;15396.759;0.530672136908813;4916;41693.49;6.55797101449275;3;4;118.477;10.6381002804917;9.6419123117076;1.88068125854272;8.50025047068593;-0.633610893053797;1;0;0;0;0;0;0;31
2002;31;3122355;17437.964;0.550360351701609;4974;201666.55;6.77967806841046;3;5;118.477;12.2143708698323;9.7664049475287;1.91392961828964;8.51197962436335;-0.597182030383534;0;1;0;0;0;0;0;31
2003;31;3122355;21795.602;0.534275859873015;5048;65858.21;7.09823008849558;3;6;118.477;11.0952593766967;9.98946348530503;1.95984546966054;8.52674740422105;-0.626842981886907;0;0;1;0;0;0;0;31
2004;31;3122355;25776.115;0.478701736083968;5203;74440.24;7.21333333333333;3;7;118.477;11.2177519348241;10.1572035669214;1.97593116531017;8.5569906612903;-0.736677555926436;0;0;0;1;0;0;0;31
2005;31;3122355;29841.127;0.506712229735827;5289;100949.21;7.50386996904025;3;8;118.477;11.5223727980541;10.303642821701;2.01541888333421;8.57338447106598;-0.679812030742939;0;0;0;0;1;0;0;31
2006;31;3122355;32671.968;0.535089927854973;5375;142919.02;8.05971223021583;3;9;118.477;11.8700334551309;10.394272741532;2.08687785243399;8.58951385299586;-0.625320456763031;0;0;0;0;0;1;0;31
2007;31;3122355;35316.494;0.51793493431143;5793;180095.51;8.49261744966443;3;10;118.477;12.1012426002592;10.4721053859178;2.13919725076732;8.66440557109662;-0.657905654049574;0;0;0;0;0;0;1;31
2001;31;3122405;21406.339;0.470475638080851;5616;73242.44;5.43284671532847;3;62;216.697;11.2015303133619;9.97144237210023;1.69246325353774;8.63337494570565;-0.754011100083985;1;0;0;0;0;0;0;31
2002;31;3122405;25124.772;0.439901822790671;5670;104795.72;5.63930348258706;3;63;216.697;11.5597682103405;10.1316095706933;1.72976056188851;8.6429443967218;-0.82120370698824;0;1;0;0;0;0;0;31
2003;31;3122405;26346.782;0.455132167564145;5731;135682.21;6.25414781297134;3;64;216.697;11.8180707392185;10.1791014212744;1.8332448937054;8.65364531455174;-0.787167424048844;0;0;1;0;0;0;0;31
2004;31;3122405;35758.383;0.379092924867436;5858;107586.84;6.14091981132075;3;65;216.697;11.5860536143973;10.4845400101443;1.81497453734322;8.67556352738768;-0.969973919605684;0;0;0;1;0;0;0;31
2005;31;3122405;30413.131;0.48057054697854;5929;136098.51;6.82248157248157;3;66;216.697;11.8211342407472;10.3226297349242;1.92022327260463;8.68761084370737;-0.732781241414254;0;0;0;0;1;0;0;31
2006;31;3122405;38663.73;0.44707921351613;5999;144079.3;6.52713178294574;3;67;216.697;11.878119121426;10.5626572302603;1.87596760988065;8.69934806765309;-0.805019488623181;0;0;0;0;0;1;0;31
2007;31;3122405;35751.085;0.482551704374846;5619;174421.96;6.69153439153439;3;68;216.697;12.0692326999613;10.484335897312;1.90084320382629;8.6339089911122;-0.728667204618141;0;0;0;0;0;0;1;31
2001;31;3122454;15288.241;0.557430903921517;6502;72367.55;7.99601593625498;3;8;566.07;11.1895132734803;9.63483924979377;2.07894340966455;8.77986510086385;-0.584416722483184;1;0;0;0;0;0;0;31
2002;31;3122454;21828.475;0.486861450467795;6609;131406.06;8.53525641025641;3;9;566.07;11.7860475026907;9.99097058911022;2.14420539800445;8.79618763547045;-0.719775692335553;0;1;0;0;0;0;0;31
2003;31;3122454;19622.044;0.574263619019507;6668;139916.78;6.46818181818182;3;10;566.07;11.8488030962773;9.88440890710182;1.86689505173749;8.80507524387068;-0.554666721508682;0;0;1;0;0;0;0;31
2004;31;3122454;23468.952;0.536361487296067;6793;100312.07;8.85294117647059;3;11;566.07;11.5160413056929;10.0634336350999;2.18074974013271;8.8236479491913;-0.622946928630871;0;0;0;1;0;0;0;31
2005;31;3122454;24727.607;0.584007178697073;6863;105510.36;9.10626702997275;3;12;566.07;11.5665644261292;10.1156755907707;2.20896286110077;8.83389994290864;-0.537842003939951;0;0;0;0;1;0;0;31
2006;31;3122454;25920.877;0.62385717119062;6932;151115.98;9.34736842105263;3;13;566.07;11.9258029004452;10.1628039847704;2.23509485139163;8.8439036508355;-0.47183382913528;0;0;0;0;0;1;0;31
2007;31;3122454;35761.662;0.556291539246694;7852;238128.39;9.44911504424779;3;14;566.07;12.3805652609822;10.4846317047175;2.24592109100924;8.96852355539635;-0.58646277099247;0;0;0;0;0;0;1;31
2001;31;3122470;13730.21;0.435989981216602;4023;81059.97;6.55056179775281;3;4;821.755;11.302944530086;9.52735379361956;1.87955081661835;8.29978317194979;-0.830136014758125;1;0;0;0;0;0;0;31
2002;31;3122470;16203.62;0.428513628436115;4001;126856.98;6.32439024390244;3;5;821.755;11.7508155891344;9.69298995304785;1.84441362584031;8.29429960885724;-0.847432736464972;0;1;0;0;0;0;0;31
2003;31;3122470;20727.474;0.403482691619828;3976;101204.1;6.71666666666667;3;6;821.755;11.5248945488488;9.93921534561738;1.90459199972458;8.28803156777646;-0.907621687805986;0;0;1;0;0;0;0;31
2004;31;3122470;20847.596;0.411379518290742;3923;86898.53;7.05627705627706;3;7;821.755;11.372496395115;9.94499392081923;1.95391758327901;8.27461194620955;-0.888239088392157;0;0;0;1;0;0;0;31
2005;31;3122470;26331.442;0.385476913873536;3893;92652.74;7.1;3;8;821.755;11.4366138049405;10.1785190174169;1.96009478404727;8.26693534761046;-0.953273973962571;0;0;0;0;1;0;0;31
2006;31;3122470;25561.079;0.426022352186306;3864;113651.7;7.60077519379845;3;9;821.755;11.6408937873738;10.148826121998;2.02825024127473;8.25945819533241;-0.853263464168358;0;0;0;0;0;1;0;31
2007;31;3122470;29153.961;0.420839281495917;3781;119364.64;7.94150943396226;3;10;821.755;11.6899382886767;10.2803460659093;2.0721033622244;8.23774380389093;-0.865504272352895;0;0;0;0;0;0;1;31
2001;31;3122504;13604.824;0.711486896118612;5389;72538.57;7.01587301587302;3;38;69.088;11.1918736993809;9.51817971471324;1.94817515568617;8.5921151179335;-0.340398278883092;1;0;0;0;0;0;0;31
2002;31;3122504;15126.519;0.722119279392701;5327;117451.17;7.25265957446809;3;39;69.088;11.6737779517233;9.62420470760838;1.98136823945569;8.580543506917;-0.325564946819372;0;1;0;0;0;0;0;31
2003;31;3122504;16648.948;0.716539147098063;5260;103688.87;7.26483516483516;3;40;69.088;11.5491500596243;9.72010231022927;1.98304560782268;8.56788630573176;-0.333322396642493;0;0;1;0;0;0;0;31
