"ANO_ELEICAO","COD_MUN_IBGE","NOME_MUNICIPIO","UF","NOME_CANDIDATO","SIGLA_PARTIDO","CODIGO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"2016","3112059","Cantagalo","MG","ADEILSON MEDEIROS DE OLIVEIRA","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","3107109","Boa Esperança","MG","HIDERALDO HENRIQUE SILVA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3159308","Santa Rita de Jacutinga","MG","LUIZ FERNANDO OSORIO","DEM","2","SUPERIOR COMPLETO"
"2016","3164902","São Sebastião do Rio Verde","MG","SANDRO LISBOA MARTINS","PV","2","ENSINO MÉDIO COMPLETO"
"2016","3113701","Carlos Chagas","MG","ACÁSSIO VIEIRA DE AZEREDO COUTINHO","PPS","2","SUPERIOR COMPLETO"
"2016","3165602","Senador Cortes","MG","PEDRO PAULO DOS SANTOS","PTB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3170008","Ubaí","MG","MARCO ANTONIO ANDRADE","PR","2","SUPERIOR COMPLETO"
"2016","3166501","Serra Azul de Minas","MG","LEONARDO DO CARMO COELHO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3110608","Cambuí","MG","TALES TADEU TAVARES","SD","2","ENSINO MÉDIO COMPLETO"
"2016","3165701","Senador Firmino","MG","ANTÔNIO DONIZETI DURSO","PSDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3151909","Pocrane","MG","ALVARO DE OLIVEIRA PINTO JUNIOR","PSB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3124807","Estrela do Sul","MG","DAYSE MARIA SILVA GALANTE","PSD","4","SUPERIOR COMPLETO"
"2016","3155108","Rio do Prado","MG","GILBERTO GONÇALVES DE AGUILAR","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3165909","Senador Modestino Gonçalves","MG","VALMIR JOSÉ GUIMARÃES","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3168804","Tiradentes","MG","JOSÉ ANTONIO DO NASCIMENTO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3159209","Santa Rita de Caldas","MG","GERALDO DONIZETI DE CARVALHO","PR","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3172103","Volta Grande","MG","JORGE LUIZ GOMES DA COSTA","PMDB","2","SUPERIOR COMPLETO"
"2016","3152006","Pompéu","MG","OZEAS DA SILVA CAMPOS","PRB","2","SUPERIOR COMPLETO"
"2016","3101904","Alpinópolis","MG","JOSÉ GABRIEL DOS SANTOS FILHO","PSD","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3142700","Montalvânia","MG","JOSÉ FLORISVAL DE ORNELAS","PTB","2","SUPERIOR COMPLETO"
"2016","3165305","São Vicente de Minas","MG","JACINTO ALAIR DE PAULA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3132107","Itacarambi","MG","NIVEA MARIA DE OLIVEIRA","PTB","4","SUPERIOR COMPLETO"
"2016","3163102","São José da Varginha","MG","VANDEIR PAULINO DA SILVA","PMDB","2","ENSINO MÉDIO INCOMPLETO"
"2016","3100203","Abaeté","MG","ARMANDO GRECO FILHO","DEM","2","SUPERIOR COMPLETO"
"2016","3166303","Sericita","MG","MARILDA ENI COELHO REIS","PSDB","4","SUPERIOR COMPLETO"
"2016","3126406","Fortuna de Minas","MG","PATRICK CAMPOS DINIZ","PV","2","SUPERIOR COMPLETO"
"2016","3116803","Coluna","MG","SADY RIBEIRO DAMAS","PT do B","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3151503","Piumhi","MG","ADEBERTO JOSE DE MELO","PMDB","2","SUPERIOR COMPLETO"
"2016","3100609","Água Boa","MG","LAERTH VIEIRA FILHO","PSB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3106655","Berizal","MG","JOAO CARLOS LUCAS LOPES","PTB","2","SUPERIOR INCOMPLETO"
"2016","3116506","Claro dos Poções","MG","NORBERTO MARCELINO DE OLIVEIRA NETO","PDT","2","SUPERIOR COMPLETO"
"2016","3105707","Barra Longa","MG","ELÍSIO PEREIRA BARRETO","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3151107","Pirapetinga","MG","ENOGHALLITON DE ABREU ARRUDA","PRB","2","SUPERIOR COMPLETO"
"2016","3166105","Senhora do Porto","MG","JOSÉ DE AGUIAR MOURÃO SOBRINHO","PTC","2","LÊ E ESCREVE"
"2016","3159357","Santa Rita de Minas","MG","ILTON ROSA DE FREITAS","PRB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3144607","Nepomuceno","MG","LUIZA MARIA LIMA MENEZES","PSD","4","SUPERIOR COMPLETO"
"2016","3117801","Conceição dos Ouros","MG","MAURICIO EUCLIDES VIANA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3126307","Fortaleza de Minas","MG","ADENILSON QUEIROZ","PSB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3171808","Virginópolis","MG","BOBY CHARLES DAS DORES LEÃO","PSC","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3116407","Claraval","MG","LUIZ GONZAGA CINTRA","PT do B","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3147709","Passa Tempo","MG","EDILSON RODRIGUES","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3139409","Manhuaçu","MG","MARIA APARECIDA MAGALHAES BIFANO","PMDB","4","ENSINO MÉDIO COMPLETO"
"2016","3154804","Rio Acima","MG","MARIA AUXILIADORA RIBEIRO","PV","4","SUPERIOR INCOMPLETO"
"2016","3151602","Planura","MG","PAULO ROBERTO BARBOSA","PHS","2","SUPERIOR COMPLETO"
"2016","3116159","Chapada Gaúcha","MG","JAIR MONTAGNER","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3114006","Carmo da Mata","MG","ALMIR RESENDE JUNIOR","PSDB","2","LÊ E ESCREVE"
"2016","3161908","São Gonçalo do Rio Abaixo","MG","ANTÔNIO CARLOS NORONHA BICALHO","PDT","2","SUPERIOR COMPLETO"
"2016","3139706","Maravilhas","MG","DIOVANE POLICARPO DE CASTRO","PV","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3106200","Belo Horizonte","MG","ALEXANDRE KALIL","PHS","2","SUPERIOR INCOMPLETO"
"2016","3162500","São João del Rei","MG","NIVALDO JOSE DE ANDRADE","PSL","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3157278","Santa Bárbara do Monte Verde","MG","ISMAEL TEIXEIRA DE PAIVA","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3112406","Capetinga","MG","LUIZ CESAR GUILHERME","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3157302","Santa Bárbara do Tugúrio","MG","VICENTE PAULO DA SILVA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3153509","Alto Jequitibá","MG","MARCO ANTONIO LOPES","PTB","2","SUPERIOR COMPLETO"
"2016","3136652","Juatuba","MG","VALÉRIA APARECIDA DOS SANTOS","PMDB","4","SUPERIOR COMPLETO"
"2016","3117405","Conceição de Ipanema","MG","GROSMANE HERMSDORFF","PSDB","2","ENSINO MÉDIO INCOMPLETO"
"2016","3163508","São José do Jacuri","MG","CLAUDIO JOSE SANTOS ROCHA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","3162005","São Gonçalo do Sapucaí","MG","ELOI RADIN ALLERAND","PSB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3169356","Três Marias","MG","ADAIR DIVINO DA SILVA","PSDB","2","SUPERIOR INCOMPLETO"
"2016","3131802","Itabirinha","MG","EDMO CESAR FELICIANO REIS","PSDB","2","SUPERIOR INCOMPLETO"
"2016","3165404","Sapucaí-Mirim","MG","JEFFERSON BENEDITO RENNO","PMDB","2","SUPERIOR COMPLETO"
"2016","3168408","Tarumirim","MG","MARCILIO DE PAULA BOMFIM","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","3135357","Japonvar","MG","LEONARDO DURAES DE ALMEIDA","PR","2","SUPERIOR COMPLETO"
"2016","3141207","Matutina","MG","JOSE ADOLFO RIBEIRO JUNIOR","PV","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3104106","Arceburgo","MG","GILSON PEREIRA DE MELLO","PR","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3138906","Machacalis","MG","MAURO ROBERTO FRANCISCO BATISTA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","3120201","Cristais","MG","DJALMA FRANCISCO CARVALHO","PTB","2","SUPERIOR COMPLETO"
"2016","3143153","Monte Formoso","MG","JOSE GOMES DA SILVA","PRB","2","ENSINO MÉDIO COMPLETO"
"2016","3115607","Cedro do Abaeté","MG","LUIZ ANTONIO DE SOUSA","DEM","2","SUPERIOR COMPLETO"
"2016","3113909","Carmo da Cachoeira","MG","GODOFREDO JOSÉ CALDEIRA REIS","PMDB","2","SUPERIOR COMPLETO"
"2016","3111408","Campo Florido","MG","RONALDO CASTRO BERNARDES","PR","2","SUPERIOR INCOMPLETO"
"2016","3127370","Goiabeira","MG","HELCIO NOGUEIRA","PR","2","ENSINO MÉDIO COMPLETO"
"2016","3162609","São João do Oriente","MG","JOAQUIM COELHO DA SILVA","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3124302","Espinosa","MG","MILTON BARBOSA LIMA","PT","2","SUPERIOR COMPLETO"
"2016","3150406","Piedade dos Gerais","MG","ROGÉRIO MENDES DA COSTA","PR","2","ENSINO MÉDIO COMPLETO"
"2016","3132305","Itaipé","MG","ALEXSANDER RODRIGUES BATISTA","PP","2","SUPERIOR COMPLETO"
"2016","3154150","Reduto","MG","JOSE CARLOS LOPES","PT","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3154002","Raul Soares","MG","VICENTE RUFINO OSORIO","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","3164001","São Pedro dos Ferros","MG","NEWTON GABRIEL AVELAR","PP","2","SUPERIOR COMPLETO"
"2016","3168051","Taparuba","MG","JOAQUIM CARLOS DA SILVA NETO","PSDB","2","ENSINO MÉDIO INCOMPLETO"
"2016","3125200","Fama","MG","OSMAIR LEAL DOS REIS","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3104601","Astolfo Dutra","MG","BRUNO RIBEIRO","PSDB","2","SUPERIOR COMPLETO"
"2016","3162559","São João do Manhuaçu","MG","SERGIO LÚCIO CAMILO","PMDB","2","SUPERIOR COMPLETO"
"2016","3168705","Timóteo","MG","GERALDO HILARIO TORRES","PP","2","SUPERIOR COMPLETO"
"2016","3131208","Ipanema","MG","WALTER PAULO DE OLIVEIRA","PP","2","SUPERIOR COMPLETO"
"2016","3134608","Jaboticatubas","MG","ENEIMAR ADRIANO MARQUES","PEN","2","SUPERIOR COMPLETO"
"2016","3103009","Antônio Dias","MG","JOSE CARLOS DE ASSIS","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3166204","Senhora dos Remédios","MG","DENILSON JOSE RODRIGUES RESENDE","PR","2","SUPERIOR COMPLETO"
"2016","3153202","Presidente Juscelino","MG","RICARDO DE CASTRO MACHADO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3170909","Varzelândia","MG","VALQUIRIA RODRIGUES CARDOSO","PMDB","4","SUPERIOR COMPLETO"
"2016","3161205","São Francisco de Paula","MG","MERITON BALDUÍNO ALVES","PSDB","2","SUPERIOR COMPLETO"
"2016","3149200","Pedrinópolis","MG","ANTÔNIO JOSE GUNDIM","PSDB","2","SUPERIOR COMPLETO"
"2016","3114709","Carvalhópolis","MG","JOSÉ ANTONIO DE CARVALHO","DEM","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3152808","Prata","MG","ANUAR ARANTES AMUI","PMDB","2","SUPERIOR COMPLETO"
"2016","3127107","Frutal","MG","MARIA CECILIA MARCHI BORGES","PR","4","SUPERIOR COMPLETO"
"2016","3102050","Alto Caparaó","MG","JOSÉ GOMES MONTEIRO","PSDB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3158003","Santa Maria de Itabira","MG","REINALDO DAS DORES SANTOS","PROS","2","ENSINO MÉDIO COMPLETO"
"2016","3113206","Carandaí","MG","WASHINGTON LUIZ GRAVINA TEIXEIRA","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","3116209","Chiador","MG","MAURICIO BARBOSA MONTEIRO","PC do B","2","ENSINO MÉDIO COMPLETO"
"2016","3144102","Muzambinho","MG","SÉRGIO ARLINDO CERÁVOLO PAOLIELLO","PSDB","2","SUPERIOR COMPLETO"
"2016","3112802","Capitólio","MG","JOSÉ EDUARDO TERRA VALLORY","PT","2","SUPERIOR COMPLETO"
"2016","3110905","Campanha","MG","LUIZ FERNANDO TAVARES","PPS","2","SUPERIOR COMPLETO"
"2016","3142007","Mirabela","MG","LUCIANO RABELO VELOSO","PP","2","ENSINO MÉDIO COMPLETO"
"2016","3119500","Coronel Murta","MG","AMARILES SANTOS LIMA","PSDB","4","SUPERIOR COMPLETO"
"2016","3108404","Botelhos","MG","EDUARDO JOSE ALVES DE OLIVEIRA","PP","2","SUPERIOR COMPLETO"
"2016","3158508","Santana de Pirapama","MG","DALTON SOARES SILVA","PSC","2","ENSINO MÉDIO COMPLETO"
"2016","3138682","Luislândia","MG","EDSON RODRIGUES SUZART JUNIOR","PSD","2","SUPERIOR COMPLETO"
"2016","3103207","Araçaí","MG","ALESSANDRO GUIMARÃES SAMPAIO","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","3143906","Muriaé","MG","IOANNIS KONSTANTINOS GRAMMATIKOPOULOS","DEM","2","SUPERIOR COMPLETO"
"2016","3168309","Taquaraçu de Minas","MG","ALCIDES HIPOLITO DA ASSUNÇAO FERREIRA FILHO","PSC","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3161403","São Francisco do Glória","MG","WALACE FERREIRA PEDROSA","PMDB","2","SUPERIOR COMPLETO"
"2016","3154903","Rio Casca","MG","ADRIANO DE ALMEIDA ALVARENGA","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","3129004","Guiricema","MG","ARI LUCAS DE PAULA SANTOS","PSDB","2","SUPERIOR COMPLETO"
"2016","3152131","Ponto Chique","MG","JOSÉ GERALDO ALVES DE ALMEIDA","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3147907","Passos","MG","CARLOS RENATO LIMA REIS","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","3146404","Paineiras","MG","AFRANIO ALVES MENDONÇA NETO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3150802","Piranga","MG","JOSÉ CARLOS DE OLIVEIRA MARQUES","PV","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3156403","Romaria","MG","JOAO RODRIGUES DOS REIS","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3118304","Conselheiro Lafaiete","MG","MARIO MARCUS LEÃO DUTRA","DEM","2","SUPERIOR COMPLETO"
"2016","3104700","Ataléia","MG","TARIK BARBOSA","PSC","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3102001","Alterosa","MG","HERMES DE SOUZA SILVA","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3130309","Iguatama","MG","IVONE RODRIGUES LEITE","PP","4","SUPERIOR COMPLETO"
"2016","3125408","Felício dos Santos","MG","RICARDO JOSE ROCHA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3148301","Paula Cândido","MG","MARCELO RODRIGUES DA SILVA","PRB","2","ENSINO MÉDIO COMPLETO"
"2016","3133907","Itaverava","MG","JOSÉ FLAVIANO","PR","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3134004","Itinga","MG","ADHEMAR MARCOS FILHO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3122900","Dona Eusébia","MG","MANOEL FRANKLIN RODRIGUES","PPS","2","SUPERIOR COMPLETO"
"2016","3158706","Santana do Garambéu","MG","ADAILTON FONSECA DA CUNHA","PP","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3157401","Santa Cruz do Escalvado","MG","SONIA MARIA UNTALER","PMDB","4","SUPERIOR COMPLETO"
"2016","3131000","Inhaúma","MG","GERALDO CUSTODIO SILVA JUNIOR","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","3120300","Cristália","MG","EDSON SANTOS ALBUQUERQUE","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3134400","Iturama","MG","ANDERSON BERNARDES DE OLIVEIRA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3136306","João Pinheiro","MG","EDMAR XAVIER MACIEL","PDT","2","SUPERIOR INCOMPLETO"
"2016","3127339","Gameleiras","MG","GILMAR RODRIGUES DE OLIVEIRA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","3137536","Lagoa Grande","MG","EDSON SABINO DE LIMA","PSB","2","SUPERIOR COMPLETO"
"2016","3122207","Divinolândia de Minas","MG","RODRIGO MAGALHAES COELHO","PV","2","ENSINO MÉDIO INCOMPLETO"
"2016","3161809","São Gonçalo do Pará","MG","ANTONIO ANDRE NASCIMENTO GUIMARAES","PMDB","2","SUPERIOR COMPLETO"
"2016","3138302","Leandro Ferreira","MG","ELDER CORREA DE FREITAS","PSDB","2","SUPERIOR COMPLETO"
"2016","3115359","Catas Altas","MG","JOSÉ ALVES PARREIRA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3149903","Perdões","MG","HAMILTON RESENDE FILHO","PMDB","2","SUPERIOR COMPLETO"
"2016","3117207","Conceição das Pedras","MG","JOSÉ AIRTON PEREIRA","PTB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3128501","Guarará","MG","JOSE MAURICIO DE SALES","PSDB","2","SUPERIOR COMPLETO"
"2016","3162807","São João Evangelista","MG","PEDRO DE QUEIROZ BRAGA","PSDB","2","SUPERIOR COMPLETO"
"2016","3120003","Córrego Novo","MG","AILTON LIMA DE PAULA","PR","2","ENSINO MÉDIO INCOMPLETO"
"2016","3166006","Senhora de Oliveira","MG","RICARDO SILVINO RODRIGUES MILAGRES","PR","2","ENSINO MÉDIO COMPLETO"
"2016","3116605","Cláudio","MG","JOSÉ RODRIGUES BARROSO DE ARAÚJO","PRTB","2","SUPERIOR COMPLETO"
"2016","3108800","Braúnas","MG","JOVANI DUARTE MENEZES","PROS","2","SUPERIOR COMPLETO"
"2016","3140902","Matipó","MG","VALTER MAGESTE DE ORNELAS","PSDB","2","SUPERIOR COMPLETO"
"2016","3119401","Coronel Fabriciano","MG","MARCOS VINICIUS DA SILVA BIZARRO","PSDB","2","SUPERIOR COMPLETO"
"2016","3100104","Abadia dos Dourados","MG","WANDERLEI LEMES SANTOS","DEM","2","SUPERIOR INCOMPLETO"
"2016","3113008","Caraí","MG","HEBER GOMES NEIVA","PSB","2","SUPERIOR COMPLETO"
"2016","3122801","Dom Viçoso","MG","FRANCISCO ROSINEI PINTO","PV","2","ENSINO MÉDIO COMPLETO"
"2016","3136009","Joaíma","MG","DAURO BARRETO MELO FILHO","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","3125002","Ewbank da Câmara","MG","JOSÉ MARIA NOVATO","PPS","2","SUPERIOR COMPLETO"
"2016","3133006","Itamonte","MG","ALEXANDRE AUGUSTO MOREIRA SANTOS","SD","2","SUPERIOR COMPLETO"
"2016","3136702","Juiz de Fora","MG","BRUNO DE FREITAS SIQUEIRA","PMDB","2","SUPERIOR COMPLETO"
"2016","3127206","Funilândia","MG","EDSON VARGAS DIAS","PSC","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3136579","Josenópolis","MG","PAULA ANDRADE VIANA ALCANTARA","PSD","4","SUPERIOR COMPLETO"
"2016","3130101","Igarapé","MG","CARLOS ALBERTO DA SILVA","PMDB","2","SUPERIOR COMPLETO"
"2016","3110301","Caldas","MG","ULISSES SUAID PORTO GUIMARÃES BORGES","PTB","2","SUPERIOR COMPLETO"
"2016","4114906","Marilândia do Sul","PR","AQUILES TAKEDA FILHO","PV","2","SUPERIOR COMPLETO"
"2016","4119400","Piraí do Sul","PR","VALENTIM ZANELLO MILLEO","PSD","2","SUPERIOR COMPLETO"
"2016","4114104","Mandaguaçu","PR","MAURÍCIO APARECIDO DA SILVA","PSB","2","SUPERIOR COMPLETO"
"2016","4124905","São João do Caiuá","PR","JOSÉ CARLOS DA SILVA MAIA","PSDB","2","SUPERIOR INCOMPLETO"
"2016","4109906","Icaraíma","PR","MARCOS ALEX DE OLIVEIRA","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","4125308","São Jorge do Ivaí","PR","ANDRE LUIS BOVO","PP","2","SUPERIOR COMPLETO"
"2016","4115705","Matinhos","PR","RUY HAUER REICHERT","PR","2","SUPERIOR COMPLETO"
"2016","4122172","Rio Branco do Ivaí","PR","GERONCIO JOSE CARNEIRO ROSA","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","4103057","Boa Vista da Aparecida","PR","LEONIR ANTUNES DOS SANTOS","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","4122651","Rosário do Ivaí","PR","ILTON SHIGUEMI KURODA","PSC","2","SUPERIOR COMPLETO"
"2016","4113734","Luiziana","PR","MAURO ALBERTO SLONGO","PDT","2","SUPERIOR COMPLETO"
"2016","4107108","Diamante do Norte","PR","DANIEL DOMINGOS PEREIRA","PT","2","SUPERIOR INCOMPLETO"
"2016","4110201","Inácio Martins","PR","EDEMETRIO BENATO JUNIOR","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","4120200","Porto Rico","PR","EVARISTO GHIZONI VOLPATO","PTB","2","SUPERIOR COMPLETO"
"2016","4106571","Cruzeiro do Iguaçu","PR","ALVIR GUYSS","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","4128534","Ventania","PR","ANTONIO HELLY SANTIAGO","DEM","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","4128625","Alto Paraíso","PR","DERCIO JARDIM JUNIOR","PP","2","ENSINO MÉDIO COMPLETO"
"2016","4103222","Bom Sucesso do Sul","PR","NILSON ANTONIO FEVERSANI","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","4118907","Pérola","PR","DARLAN SCALCO","PSDB","2","SUPERIOR COMPLETO"
"2016","4103479","Cafezal do Sul","PR","MARIO JUNIO KAZUO DA SILVA","PMDB","2","SUPERIOR COMPLETO"
"2016","4120903","Quedas do Iguaçu","PR","MARLENE FATIMA MANICA REVERS","PROS","4","SUPERIOR COMPLETO"
"2016","4121208","Quitandinha","PR","MARIA JULIA SOCEK WOJCIK","PSDB","4","ENSINO FUNDAMENTAL COMPLETO"
"2016","4124806","São João","PR","ALTAIR JOSÉ GASPARETTO","PSDB","2","SUPERIOR COMPLETO"
"2016","4100202","Adrianópolis","PR","ALCIDES RODRIGUES BASSETE","PSC","2","ENSINO MÉDIO COMPLETO"
"2016","4102406","Bandeirantes","PR","LINO MARTINS","PDT","2","SUPERIOR COMPLETO"
"2016","4120507","Primeiro de Maio","PR","DANIEL RENZI","PSDB","2","SUPERIOR COMPLETO"
"2016","4108601","Goioerê","PR","PEDRO ANTONIO DE OLIVEIRA COELHO","PPS","2","ENSINO MÉDIO INCOMPLETO"
"2016","4123709","Santa Isabel do Ivaí","PR","FREONIZIO VALENTE","PTB","2","SUPERIOR COMPLETO"
"2016","4110300","Inajá","PR","EDUARDO CINTRA LUGLI","PRB","2","SUPERIOR COMPLETO"
"2016","4105409","Chopinzinho","PR","ÁLVARO DÊNIS CENI SCOLARO","PMDB","2","SUPERIOR COMPLETO"
"2016","4126702","Tamboara","PR","ANTONIO CARLOS CAUNETO","PSD","2","SUPERIOR COMPLETO"
"2016","4111506","Ivaiporã","PR","MIGUEL ROBERTO DO AMARAL","PSDB","2","SUPERIOR COMPLETO"
"2016","4102505","Barbosa Ferraz","PR","EDENILSON APARECIDO MILIOSSI","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","4120150","Porto Barreiro","PR","MARINEZ BALDIN CROTTI","PSDB","4","SUPERIOR COMPLETO"
"2016","4125456","São José das Palmeiras","PR","GILBERTO FERNANDES SALVADOR","PP","2","SUPERIOR COMPLETO"
"2016","4128401","Uraí","PR","CARLOS ROBERTO TAMURA","PSC","2","SUPERIOR COMPLETO"
"2016","4112108","Jandaia do Sul","PR","BENEDITO JOSE PUPIO","PSC","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","4108320","Francisco Alves","PR","ALIRIO JOSE MISTURA","PSDB","2","SUPERIOR COMPLETO"
"2016","4112959","Juranda","PR","LEILA MIOTTO AMADEI","PSD","4","SUPERIOR COMPLETO"
"2016","4124400","Santo Antônio do Sudoeste","PR","ZELÍRIO PERON FERRARI","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","4100905","Amaporã","PR","TEREZINHA FUMIKO YAMAKAWA","PMDB","4","ENSINO MÉDIO COMPLETO"
"2016","4121257","Ramilândia","PR","WILSON BONAMIGO","PP","2","SUPERIOR COMPLETO"
"2016","4112306","Japira","PR","WALMIR WELLINGTON DA SILVA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","4124707","São Jerônimo da Serra","PR","JOÃO RICARDO DE MELLO","PPS","2","SUPERIOR COMPLETO"
"2016","4106308","Corbélia","PR","GIOVANI MIGUEL WOLF HNATUW","PMDB","2","SUPERIOR COMPLETO"
"2016","4103206","Bom Sucesso","PR","RAIMUNDO SEVERIANO DE ALMEIDA JUNIOR","PSDB","2","SUPERIOR COMPLETO"
"2016","4108452","Foz do Jordão","PR","ANSELMO ALBINO AMANCIO","PSD","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","4119202","Pinhalão","PR","SÉRGIO INÁCIO RODRIGUES","PDT","2","ENSINO MÉDIO INCOMPLETO"
"2016","4120002","Porecatu","PR","FÁBIO LUIZ ANDRADE","DEM","2","SUPERIOR COMPLETO"
"2016","4116059","Missal","PR","HILARIO JACÓ WILLERS","PP","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","4111605","Ivatuba","PR","ROBSON RAMOS","PSD","2","SUPERIOR COMPLETO"
"2016","4108502","General Carneiro","PR","LUIS OTAVIO GELLER SARAIVA","PSD","2","SUPERIOR COMPLETO"
"2016","4107702","Fênix","PR","ALTAIR MOLINA SERRANO","PMDB","2","SUPERIOR INCOMPLETO"
"2016","4117701","Palmeira","PR","EDIR HAVRECHAKI","PSC","2","SUPERIOR COMPLETO"
"2016","4115754","Mauá da Serra","PR","HERMES WICTHOFF","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","4105003","Catanduvas","PR","MOISES APARECIDO DE SOUZA","PSD","2","SUPERIOR COMPLETO"
"2016","4127882","Tunas do Paraná","PR","JOEL DO ROCIO JOSE BOMFIM","PSDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","4125407","São José da Boa Vista","PR","PEDRO SERGIO KRONEIS","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","4123808","Santa Izabel do Oeste","PR","MOACIR FIAMONCINI","PSDB","2","SUPERIOR COMPLETO"
"2016","4110706","Irati","PR","JORGE DAVID DERBLI PINTO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","4102208","Atalaia","PR","FABIO FUMAGALLI VILHENA DE PAIVA","PSD","2","SUPERIOR COMPLETO"
"2016","4122800","Salgado Filho","PR","HELTON PEDRO PFEIFER","PMDB","2","SUPERIOR COMPLETO"
"2016","4127106","Telêmaco Borba","PR","MÁRCIO ARTUR DE MATOS","PDT","2","SUPERIOR COMPLETO"
"2016","4126355","Serranópolis do Iguaçu","PR","LUIZ CARLOS FERRI","PMDB","2","ENSINO MÉDIO COMPLETO"
